"ranking","Chinese.origin.data","Yandex.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Yandex.translated.data."
20,"睡着了……各种广告，没了王硕原来的那股子俏皮话儿，没了接地气的讽刺……","Asleep...... A variety of advertising, no more Wang Shuo original that shares the sub-one-liners while, no more ground gas of irony......",0.177845
20,"确实很拼凑，且平淡，就不多说了。一颗星给葛优，他的电影怎么都得看吧。还有一颗星给泳装李小璐，挺弹。","Indeed a patchwork, and plain, not much to say. A star to GE, his movie how to see it. There is a star to swimsuit Li Xiaolu, quite bomb.",0.250249
20,"确实是一部炒冷饭之作，笑点老套情节拼凑，随便换几个演员也是一样没差。跟甲方乙方真是差远了。","Is indeed a rehash, laugh old episodes put together, just change a few actors is the same no difference. With Party a party B is really far worse.",0.28663
20,"确实有点失望，不必说重拾牙慧甲方乙方，如果搞笑也可以，可惜的是不但笑点太少，而且连讽刺社会的力量都弱了，让一个个社会底层实现用大把金钱才能实现的梦想，看着太假了。甲方乙方的造梦可没有这么奢华啊，连王朔都这水平了，我们还能期待中国艺术家能有什么深刻的反思？","Indeed a little disappointed, not to mention regain 牙慧 party A to party b, if funny may be, it is a pity not only laugh too small, and even satirical social forces are weak, allowing an individual social the underlying implementation with a large put money in order to achieve the dream, and looked too fake. Party a party b the dream can be not so luxury Ah, even Wang Shuo are this level, we can expect Chinese artists to be what you reflect on it?",0.181423
20,"确实照甲方乙方差远了...光想着教育反思反而无法引发思考...还要自己洗白自己 什么远离俗...真是何必呢...只能糟反感...好无聊...","Indeed, according Party a party B far worse...think about education reflection but not thought-provoking...but also to wash themselves understand their own what to stay away from vulgar...really why bother?...only worse offensive...well boring...",0.270006
20,"笑得不那么畅快。。。感动得不那么到心脏。。。","Laughing was not so invigorating.... and Moved to not so to heart that...",0.180106
20,"笑是笑了 但没有几声是从内心发出来的 因为真的有点无聊 还有后面是怎么拐到道歉那上面去的我还是不懂","A laugh is a laugh but not a few of the sound is from the inside out, because really a bit boring and the back is how turn to apologize that the above go I still don't understand.",0.269041
20,"笑点不多，三个故事搭配了一下。最后一个莫名其妙说到了环保，没有整体感。类似甲方乙方但是没那么好玩。","Laugh no more, three stories with a bit. The last one somehow when it comes to environmental protection, there is no overall sense. A similar Party a party B but not so fun.",0.16412
20,"笑点低的人都笑不出。","笑点低 the people are laugh not out.",0.280168
20,"第三个个故事还行 最后一段是要闹哪样 神经病啊 当公益广告播了算了","A third individual story lines of the last paragraph is a to it which kind of neuropathy. when the public service broadcast advertising.",0.28914
20,"类似甲方乙方，但比甲方乙方差太远了","A similar party A to party B, but the ratio of Party a party b the difference too far.",0.204138
20,"给一星那么缺德的事我是绝对不会干的。一颗给导演一颗给后期。没有笑点也没找点亮点，女演员的角色没有新鲜感，说多了都是泪。","To a star so wicked a thing I was absolutely not dry. One for Director, one for late. There is no punchline did not find the lighting point, the actress's role is not fresh, say more are tears.",0.29105
20,"给前面黑白那一段2星。整个电影都好蠢……中间好些镜头应该是用手机拍的……","To the front of the black and white that a period of 2 stars. The entire movie are so stupid....... The middle better lens should be using a mobile phone to shoot......",0.271049
20,"综合版的甲方乙方和没完没了。","A comprehensive edition of the Party a party B and no end to it.",0.266571
20,"翻版甲方乙方，不管冯导多么有深意，反正我是没看出来。。。剧情是硬伤，完全没主线，一颗星给葛大爷，一颗星给范伟","A replica of party A to party B, regardless of the Feng guide how to have deep meaning, anyway, I haven't seen. The plot is flawed, not the main line, A STAR to GE uncle, a star to Fan Wei",0.168853
20,"翻版的甲方乙方！连剧情都相似，毫无创意，冯导是不是已经黔驴技穷了。","A replica of the Party a party B to! Even the plot are similar, no creativity, Feng guide is not already run out of ideas.",0.232289
20,"老实说，这么垃圾我该不该给你打分呢？？？算了，看在葛爷的面子上，还有环保的意识上，各给你1分，给2星吧。要什么剧情分，TM有剧情吗？","To be honest, so waste I should give you scoring??? Well, look in the GE Master's face, as well as environmental awareness, each gives you 1 point, to 2 star. To what plot points, TM has a plot?",0.160028
20,"老早前看的..竟然没标.","A long time ago before watching..didn't standard.",0.293985
20,"葛优是更年期了么？为什么演得那么轻浮？冯和王估计是已经老到懒得再逗别人笑了，自己赚了钱，开心了就得了。","GE is menopause? Why act so frivolous it? Feng and Wang estimate is already old too lazy to re-make people laugh, and earn money, you just have to.",0.278686
20,"观影前，我妈给我说，你听说过富春山居图没有，这片听说比那个还要烂.....我斩钉截铁的给我妈说，不可能，我看过那个，超级烂的！！！！观影后..............果然.........","Viewing ago, my mother gave me, you've heard the fuchun mountains no, this piece I heard more than that also rotten..... I categorically give my mom said, it is impossible, I've seen that, super lame！！！！ Viewing after.............. Sure enough.........",0.208673
20,"说好听了叫蒙太奇 无厘头 说难听了就是一乱炖 看上去东西挺多 谁跟谁都不搭界 没主题没关键 还有啊 没人规定电影一定俩小时 到最后没的讲咱就不讲了 拿环保充数环保都要哭了啊喂 就葛爷最后说 我真有辆车 算是诚意了 拿这贺岁 恶心谁呢","Good to hear the called montage does not make sense to say hear is a chaotic stew looks like something a lot of who talked to who are not take the community no topics no key there! nobody provisions the movie some two hours to the last not speaking, let's just not speak to get eco-charge eco-friendly are going to cry. Hey you GE ye finally say I'm really a car sort of goodwill to get this New Year nausea?",0.190164
20,"说好的贺岁片呢，这看到一半都没心思继续的、结局不尴不尬的电影真是贺岁片？？","We say surreal?, which saw half have no desire to continue, the ending is not Gan is not a little of the movie's surreal that??",0.207911
20,"谁说跟甲方乙方差得多的？！！！！","Who said talk to party a party B much worse?！！！！",0.182101
20,"贿赂了各地，以至于公司包场看。","Bribery everywhere, so much so that the company make a block booking to see.",0.24067
20,"赶完final，随便找了部电影看看。冯小刚是带着对1942票房不如意的怨气拍这部电影的吧……","Catch up on final, just to find a movie to see. Feng Xiaogang is with the 1942 box office disappointments of resentment shoot this movie.......",0.253615
20,"跟甲方乙方比有一定距离。剧情没有什么创新。语言上面没有特别有亮点的地方。有点小失落。","With Party a party B more than a certain distance. The plot is nothing innovative. The language above is not particularly highlights of the place. A little lost.",0.294365
20,"较甲方乙方差了几个档次，即使放在十年前也不可乐，这样的炒冷饭真心没意思。","A party a party b the difference between the several grades, even if placed in a decade ago are not Le, so the same old stuff really boring.",0.267778
20,"过了范伟那段就别看了。最后那是啥玩意？公益广告吗→_→","After fan Wei that just don't look. Finally, that's what? Public service ads?→_→",0.279487
20,"还好蓉儿那时候给我打过预防针... 真没想到能烂成这样 你说你拍个喜剧就算了你偏要说教 说教还偏要摆到台面上 真是高雅的不接地气啊。。","Okay Rong son that time to me to hit through the shots... really didn't expect to be rotten so you say you shoot a Comedy even if you want to preach sermons also want to put on the table is really elegant, do not ground gas.",0.282863
20,"这tmd就不是一部电影！！纯属浪费时间。【我cha 打一分还不能显示看过。。豆娘你是托么……】","This tmd is not a movie of!! Purely a waste of time. [My cha hit a point also not display see the. Damselflies are you Tony?......】",0.266492
20,"这TM啥！！！瞎鸡巴演！！！还TM的有郑凯！！！差点看吐！！！","This TM did it!!! Blind dick playing it!!! Also TM has Zheng Kai now! Almost see spit it!!!",0.223123
20,"这不是和甲方乙方差不多吗…所以…是环保片？？","This is not, and party A and party B about...so...is the green sheet is??",0.247182
20,"这么多标签 居然找不到一个合适的来形容这电影 甲方乙方 比这部不知道要好几个次元  全片试图要说点什么 但是除了范伟说了点什么 几乎什么也没说明白 哎...最后道歉的那个 你妈逼是在挑战底线么？","So much the label actually could not find a suitable to describe this movie party A to party B than this don't know better a few dimensional entire film trying to say something but in addition to Fan Wei says something almost what also didn't specify. Hey...finally apologize that your fucking is in the challenge to the bottom line?",0.266668
20,"这叫电影吗？哪有儿笑点儿？","This is called a movie? Where children laugh?",0.289845
20,"这尼玛也叫喜剧，这尼玛也叫致敬？！我觉得鸡巴软了就别硬上了，拿根新刷绿漆的老黄瓜就想让观众达到高潮？片中的几个笑点都只是干笑级别的，最后那段道歉环节单拉出来当个呼吁保护环境的公益广告还行，放这堆满了广告的片子的结尾里不是装逼吗！对冯小刚和王朔都太失望了。","This NIMA is also called Comedy, which NIMA also called a tribute to it?! I think dick soft, just not hard, take root new brush green paint old cucumber just wanted to let the audience reach a climax? The film's few laugh are just 干笑 level, the last section of the apology link a single pull out when a call for the protection of the environment of public service ads, placed it cluttered up with advertising the film end is not loaded to force?! Of Feng Xiaogang and Wang Shuo are too disappointed.",0.264148
20,"这是cosplay甲方乙方还是春晚小品大集合？洗洗睡吧。","This is a cosplay party A to party B or the Spring Festival Gala Comedy large collection? Wash sleep.",0.291431
20,"这是电影么？.不知道你想说啥","This is a movie?. Don't know what you want to say?",0.294648
20,"这特么的也叫电影？导演的用意一定是这么多脑残都愉快地生活着，你还在悲催个啥。。送票看的，以后这种蠢片送票也不看了。。","It's? also called a movie? The Director's intention must be so many retards are happily living with you is also a sad reminder of a What is.. Ticket to see, later this stupid piece of ticket also does not see.",0.25097
20,"这算是过年亲戚一起看被迫观影....朝自己拍过的片致敬算是怎么回事啊....来点新鲜的那么难么....而且每段都整个高姿态总结发言是干嘛啦....","This is the New Year relatives together to see the forced movie.... Toward his shot over the sheet tribute was going on..... To the point fresh so difficult?.... And each segment of the entire high-profile concluding remarks what are.....",0.295156
20,"鉴于网上已经有了盗版，我就看了。因为先看了铺天盖地的恶评，所以预设了极低的下限。还好没突破，毕竟天朝有那么多奇葩烂片垫底，但也就值两星。已经简陋到只剩小品段子，我还没笑几次。讽刺也只是对现状稍加夸张。说教又实在太生硬。就这还跳出来对骂并自卖自夸。服了。","Given that online already have piracy, I see. Because look at the overwhelming bad reviews, so the preset low limit. Okay didn't break, after all, I have so many wonderful rotten piece at the bottom, but also on the value of two stars. Have been simple to just sketch piece, I also didn't laugh a few times. Irony is also just to the status quo a little exaggerated. Didactic and too blunt. Will it also jump to name calling and self-selling boast. Clothing.",0.29066
20,"难看么？其实真不算难看，但从头到尾都透着一股自甘堕落的庸俗和小人得志的猖狂，高雅过、深刻过、求道过，却都吃力不讨好，于是小钢炮也就撒开了不走心糊弄事搞阳谋了。如果没看过甲方乙方、没有自以为是的夹枪带棒、没有洋洋自得的抖机灵、没有恶心到吐的植入广告，其实本也还是可以及格的。","Ugly? Actually really not too hard to see, but from beginning to end through a stoop to the vulgar and villain years of rampant, elegant, profound, seeking the road, were a thankless task, so the small steel gun also sprinkle opened no heart fool thing to engage openly. If you haven't seen party b, no self-righteous clip gun with a stick, no Glee shake smartness, no nausea to spit the implantation of advertising, in fact, this also can still pass.",0.200641
20,"零碎……生硬……我没笑……","Fragmented...... Blunt...... I didn't laugh......",0.294869
20,"顶多两星。还不如甲方乙方呢","At most, two stars. Might as well party A to party B?",0.298291
20,"黑的也太离谱了……还是想看。2014.1.1.怎么说，怎么这么……俗。","Black also too outrageous....... Still want to see. 2014.1.1. How do you say, how so...... Customs.",0.201707
