"ranking","Chinese.origin.data","Baidu.translated.data","Baidu.English.sentiment.analysis.postitive.probability.base.on.Baidu.translated.data."
10,"我觉得编剧太差，其实冯导和演员都挺不错的，剧本太烂了，一些广告硬指标也很不搭调","I think the writer is too poor, in fact, Pingdao and actors are very good, bad script, some advertising hard targets is very dissonant",0.802936
10,"我说不如小时代 你信么  台阶他们自己都找好了。。我就是有钱 我就是俗 我反正是没见过自己向自己致敬的。 话说回来 如果今年春晚不好看 您这一年 您说您忙乎了点啥","I said it's not as good as the little times. I was rich and I was the vulgar. I did not see myself salute to myself. Back to the Spring Festival this year does not look good if you this year you busy what",0.877083
10,"我错了，小时代很好看","I'm wrong. It's a nice little time.",0.743822
10,"把造梦当做嬉笑怒骂的场所，用滑稽趣味的台词进行讽刺，紧凑的剧情和风格各异的角色设定，小巧灵活的模块化架构使得多元全面得以实现，整体而言是一部不错的小成本网络平台情景喜剧。哦不好意思，导演说这是一部电影？好吧这部作品侮辱了电影二字。","The dream as the subject of ridicule irony with interesting places, funny lines, compact plot and style of different characters, compact and flexible modular architecture makes multiple fully realized, is a good small cost network platform overall situation comedy. Oh, sorry, the director says it's a movie? Well, this work insults the two characters of the film.",0.822191
10,"抛开夹带私货种种。就电影本身而言，就非常不好看。给人的感觉就像是这几年香港电影每年都要推的那些贺岁片一样。乍看明星扎堆。实质没有内容。","Aside from all sorts of entrainment contraband. As far as the film itself is concerned, it is very unpleasant. The feeling of giving people is like the new year's movies that Hongkong films have been pushing every year. At first sight of the stars. There is no substance in substance.",0.753004
10,"抹去冯小刚和王朔的标签，你一定会认为这是一部侮辱观众的片子。无全场笑点，最大的笑点在于结尾前从网络上抄的段子。冯导堕落至此，着实惋惜。能别成全自己，侮辱观众么。","Erase the labels of Feng Xiaogang and Wang Shuo, and you'll think it's an insulting movie. There is no full laugh, the biggest laugh is the passages copied from the network before the end of the end. Feng Dao has fallen to this point and regrets. Do not make yourself an insult to the audience.",0.774254
10,"抽抽","wrinkled",1
10,"拍烂片是你的自由，拿出来骗钱就是你的不对了撒。恁个清高就不要在公交站台上打广告撒。恁个有才就不要捡老段子抖机灵撒。还好在家里看的，维护了毛爷爷的尊严。","Take some is your freedom, take out the money that you are wrong and. You don't aloof in the bus station advertising spread. You only not to pick up old scripts and cute. It's good to see it at home and maintain grandpa Mao's dignity.",0.837391
10,"拍的不好看还能接受，把观众当傻逼，当观众是垃圾桶来泄愤这种做法就很讨人厌了。亏我们还买的全票跟对象去看。给打3星及以上的人你们……","The film is not good when the audience can accept, idiot, when the audience is trash feel this is very annoying. We also bought all losses with the object to see. To play 3 and above you......",0.810609
10,"拖沓的口水仗，自以为幽默或智慧的台词；打动不了人的电影，还不如天涯吐槽贴。","The Procrastination of the mouth of the mouth, self - thought of the words of humor or wisdom; not moving people's movies, it is not as good as the end of the world.",0.797307
10,"挺棒的，诚意之作，一星不能再少了","Good, good faith, one star can't be less",0.720091
10,"擦，睡着","Wipe, sleep",1
10,"支离破碎，当下热点都拿出来嘲讽下。这样还不如看微博新闻了","It's broken and the hot spots are taunted at the moment. It's not as good as watching micro-blog news",0.74916
10,"故事拼凑的感觉，作为什么也不懂的观众，感觉不到可乐的戏份，越看越没劲，最后的向自然道歉，雾霾，感觉就是在闲着没事，做婊子立牌坊，给自己留个好名声。或许是脱离了年少时，别人说一笑话，就跟着傻乐的年纪了。需要深度，却发现硬捏造的深度，那么让人恶心。不是冯氏末路，朔爷江郎，而是成长心态","The feeling of story making, as an audience who doesn't understand anything, doesn't feel the play of coke. The more it sees, the more it doesn't work. Finally, it apologizes to the nature. Haze is just like being idle. Perhaps from the young, others say a joke, just meet the age. Need depth, but find the depth of hard fabrication, so it is nauseous. Feng Shuo ye not the end, Jiang Lang, but a growth mindset",0.770338
10,"整部片子用了2个小时在给你说教，让你在人满为患的影院里不由自主地就回想起了初高中叨逼叨逼不停歇的老班的嘴脸，恨不得从胯下掏出神器糊一银幕。当装逼到了一种极致，就让人油然升起了一种打ta脸的冲动，从事着最不环保的电影业说教环保？我还不如去看看电视上铺天盖地的公益广告。","The movie spent 2 hours in preaching to you, let you in the crowded theater on the can't help recall that at the beginning of high school forced force does not stop the old class face, not out of hate artifact from the crotch of a screen paste. When the loading force to an extreme, let a person was rising in Ta face of impulse, in the least environmental film industry preaching environmental protection? I also look at the TV public service ads overwhelming.",0.824441
10,"新年的第一场电影，背景音乐节奏感很棒，主角黑色套装不错，其他就没啥看点了，个人不推荐进影院，还是在家对着电脑看看就好，心情好所以还是来颗星.","The first movie in the new year, the background music rhythm is very good, the leading actor's black suit is good, others are not much to see. It's not recommended for the individual to enter the theater, or to look at the computer at home. In good mood, it's still coming to the star.",0.943654
10,"无力","Unable",1
10,"无意义","Meaningless",1
10,"无法忍受","Unbearable",1
10,"无聊","Boring",1
10,"无聊的电影","Boring movies",1
10,"无聊至极","Boredom",1
10,"无聊透顶","Boredom",1
10,"无聊透顶，烂到极点","Boredom",1
10,"无话可说","Speechless",1
10,"无语","Speechless",1
10,"无趣","Boring",1
10,"无限植入广告 欺骗消费","Unlimited implant advertising deception consumption",1
10,"无非是内容与需求错位的问题，其实是观众变了。","It is the problem of the misplacement of the content and the demand, in fact it is the change of the audience.",0.721981
10,"既然冯小刚说豆瓣的影评都是大尾巴狼，那我就装一下，1星送给他好了！本来也就1星的电影！","Since Feng Xiaogang said that the review of the bean petal is the big tail wolf, then I will install it, 1 stars give him good! The 1 star movie!",0.740664
10,"早就听说口碑不好，一直没敢去浪费票钱.好在地方卫视台播放了全集，看完以后觉得，果然差点浪费了票钱","I have heard that the word of mouth is not good, and never dare to waste the ticket money. It is good to play the complete works of the local TV station. After reading it, I think it almost wasted the ticket money.",0.891718
10,"早就看这个龅牙不爽了~~","Early look at this cool ~ ~ buckteeth",0.763838
10,"明知道不好看还是来看了，心理准备是多余的，它烂的出乎我的意料。。关于这部电影，应该算不上是电影了！最良心的地方是他没有做成3D的~喜欢最后一段给大自然道歉的人……简直无法做朋友，直接绝交吧！！","Know not good or see, the psychological preparation is superfluous, it rotten out of my expectation. It should not be a movie about this movie! The most conscientious place is that he did not make 3D to the last person who apologized to nature in the last paragraph... It is impossible to be a friend.",0.803733
10,"昨天看有人说这片子也就只能是下载下来看了，并且是不能看高清的那种。心想我下的还是720P的呢。今天看到第二个小故事开始就看不下去了，冯小刚你什么玩意儿。你就一破拍电影的，你赚的是普通老百姓的钱你还娇滴滴的叽歪啥玩意儿啊。我还需要你来说教？珍爱生命，远离烂片。 庆幸的是没有花钱去买恶心","Yesterday, some people said that the film could only be downloaded and looked at, and can not see the kind of high definition. I think I'm going to be 720P. Today, second little stories can't be seen at the beginning, Feng Xiaogang. You have a broken movie, you earn is the ordinary people of the money you also prettily jiwai thing ah. Do I need you to teach? Cherish life, away from the bad. It's lucky that you don't spend money to buy nausea",0.869759
10,"昨晚看完评论真不想去看这电影，冲着优质手贱点了购票，看完真恶心了！乱七八糟的拼凑，老套的段子，意料之中的笑点铺设，憋足的二三四主演。之所以不得不吐槽是想原谅自己对时间的浪费！","Last night, I did not want to see the movie after reading the review. It was nauseous to buy tickets at a high quality. A mess of piecing together, the old-fashioned paragraph, the unexpected laughing point lay, the 234 starring in suffocating. The reason why I have to make slots is to forgive myself for the waste of time!",0.720274
10,"是我笑点太高？还是这部电影真的不给力？整部电影都好主旋律，反腐倡廉就算了，最后还整了段环保宣传，是要闹哪样！不知所云。。。","Is it too high for me to laugh? This movie really suck? The whole movie is the main melody, anti-corruption even, finally the whole section of the propaganda of environmental protection, is to lead to trouble! Do not know what oneself or others are talking about。。。",0.720075
10,"是我笑点高了，还是怎么的，连乐都乐不起来…不好看了…他退步了…跟电影院都坐不住了………","I laugh a bit high, or what, even Ledu is not happy to get up... It's not good. He retreats... I can't sit with the cinema...",0.861304
10,"替妈妈打分，她说很无聊，她和她朋友居然都睡着了。我妈对电影的要求很低，都能给到差评估计是很差了。","For her mother, she said she was boring, and she and her friends were all asleep. My mother asked for the film is very low, can give to the estimated assessment is very poor.",0.729052
10,"有一种力透纸背的谄媚。。。官贪是底下的人太坏，官色是人性的软肋，人性之恶才是天朝之所以是天朝的原因，与制度没有关系。呵呵，果然是人大代表拍的贺岁片，最后还嫌不够，莫名其妙的对着被污染的水和空气歉意了一把，好高大上啊。可以打负分么？毫无诚意，果然只有恶心，可惜恶心的是观众。","There is a forceful flattery... The official greed is underneath, the official color is the soft rib of the human nature, the evil of the human nature is the reason why the heaven is the heaven Dynasty, and it has no relation to the system. Ha ha, indeed, it is the New Year Movie taken by the NPC deputies. At last, it is not enough. It is apologetic for the polluted water and air. Can you score a negative point? No sincerity, but only nausea, but the nausea is the audience.",0.839415
10,"有对情侣睡着了我上厕所的时候吵醒他们真是不好意思，还踩到一男的脚忘了跟他道歉，电影结尾就当做我跟他道歉可以吗。其实也没有很难看，李小璐的胸还是挺有看头的","I was embarrassed to wake up the couple when they fell asleep when I was in the toilet. I forgot to apologize to a man on foot. At the end of the movie, I would like to apologize to him. In fact, there is no ugly, Li Xiaolu's chest is very interesting",0.718018
10,"本不想还在评论里说些尖锐的话，因为只给这电影打一分就很是尖锐了。本来可以打三颗星的，但因为是冯小刚和王朔的作品竟然还是这么烂得扣掉一颗星。葛优作品竟然演得这么不接地气了也得扣分。事实就是这些人已经高高在上很多年了，现在竟然还想代表民意去拍这种作品。群众没有变，变得是你们。","I don't want to say something sharp in the comment, because it is very sharp to give the movie only one point. Could have three stars, but because it is Feng Xiaogang and Wang Shuo's works was so rotten deduct a star. Ge You's works have to be so ungrounded and they have to deduct. The fact is that these people have been on top for many years, and now they want to take this kind of work on behalf of the people. The masses have not changed, and they are you.",0.724711
10,"本人在墨尔本上学长期做代购，婴幼儿奶粉（爱他美，贝拉米，惠氏s26，亨氏，A2，可瑞康），女士护肤化妆品（茱莉蔻，伊索，倩碧，欧舒丹，兰蔻等各大品牌），雪地靴，保健营养品，各品牌奢侈品等其他商品，有意者联系哦。微信2868143910.也可以豆邮。澳洲正规商场药店采购，放心！！","I go to school to do long-term purchasing in Melbourne infant milk powder (aptamil, Bellamy Wyeth, S26, Heinz, A2, ricom), cosmetics (Ms. Julie Kou, Clinique, L'OCCITANE, Aesop, Lancome and other major brands), snow boots, health food, the brand of luxury goods and other commodities to contact oh. WeChat 2868143910. can also be mailed by beans. Australian regular shopping mall purchase, rest assured!",0.724675
10,"本来值三星的电影，片尾曲不错加一星，莫名其妙的结尾扣一星，.为冯导的微博言论扣二星。富春山居图虽然烂，好歹人家用心拍了，只是水平有限，这私人订制纯粹恶心观众的，态度不端正。","The value of Samsung's film, song good with a star, the end of a buckle rather baffling star. As Pingdao micro-blog speech award buckle. Fuchun mountains although rotten, somehow somebody else took heart, but the level is limited, the private custom pure nausea of the audience, not the right attitude.",0.802523
10,"本来对评论抱着怀疑态度看的，结果大失所望，果然如大家说的一样。越想用力拍什么，往往拍出来的东西都不咋样。整部电影缺乏新意，讽刺的段子一点都不好笑，而且还有拍马屁之嫌，节奏拖沓，看得我只想睡觉，是分三天才看完的，真的很差。","There was a skeptical view of the review, and the result was disappointing, as it had been said. The more you want to do something hard, the things that are often taken are not the same. The whole movie lacks originality, satirical passages are not funny at all, and there is also a sense of flattery. The rhythm is dragging. I just want to sleep. It is three days away. It's really bad.",0.720956
10,"本来想炒冷饭就炒冷饭吧，看看热闹也可以，换个21世纪的视角。看到第一节我就想出去了，因为对冯导比较信任，就忍着，看到最后还不如开头。冯导这次的作品还不如刚毕业的学生拍的。全场也没多少笑声，也没有什么值得人们思索的东西，结尾的公益性宣传还不如公益广告有意思。","It is the same old stuff would stuff, look at the excitement can change a perspective, twenty-first Century. See the first section I want to go out, because of Feng guide more trust, to endure, see the end is not as good as the beginning. Feng Dao's work is not as good as the students who have just graduated. There is not much laughter in the whole field, and there is nothing worth thinking about, and the public public publicity at the end is not as interesting as public service advertising.",0.892769
10,"本来挺好的小品，硬说自己是讽刺，还多尖锐多批判。不知冯导看让子弹飞吓尿了没。","Have been very good sketch, alleged that he was also much more sharp criticism of irony. I do not know Feng guide to see that the bullet flew out of the urine.",0.797219
10,"本来是想去看到底有多烂 可是弟弟在看的时候一直鄙视想离场 于是我们就走了  哎 说这部片子好看的人简直是 0 0 0 0 0","I wanted to see how rotten it was, but my brother always despised and wanted to leave when he saw it. So we left. He said the movie is pretty good. It's 00000.",0.721207
10,"本来是期待已久的电影，昨晚还准备在网上订今天的票去看呢，可是今早看网上的评价那是一边倒的差啊！于是，我就在网上看了TS版，OH，感谢豆瓣的朋友们，这么无聊的电影如果去电影院花钱看那会让我多么崩溃啊！花个几十块钱也没什么，关键是花了钱还买罪受的话那就太让人郁闷了。","It was a long - awaited movie. Last night, I was ready to book today's tickets on the Internet. But this morning the evaluation of the Internet was a bad one. So I read the TS version on the Internet, OH, and thank the friends of the bean. If I went to the cinema to spend the money to see that, how crumble! The key is to spend money and buy a crime that is too depressed.",0.785127
10,"本来还能凑活三颗星，但看到李假奶和白绿茶就果断减一星，冲着冯小刚内副臭嘴脸再减一星。豆瓣能给个零分设置吗，我还想减，减不掉了","He could have survived three stars, but Li Jianai and white green tea cut one star and cut another star in Feng Xiaogang's face. Can the bean set a zero point, and I want to reduce it, and I can't reduce it",0.749639
10,"本电影最大的特点就是入不了戏。雅过敏的故事尤其让人分不清戏里戏外。一头一尾的两个故事在恶心人上具有最大的杀伤力，nmd不足以表达内心的感受，还是X你妈更直白。","The biggest feature of the film is that it can't get into the play. Ya allergic people can not tell the story of the drama off screen. Two stories at the end of the day have the greatest lethality on the nausea, NMD is not enough to express the feelings of the heart, or the X your mother is more straightforward.",0.820627
10,"来圈钱的吧～","To quanqian ~",0.716512
10,"果然如愿以偿的烂，以为冯小刚，葛优到底能抵消白百合和李小璐的烂，结果是烂上加烂，四段故事除了宋丹丹那段有点说头，其他故事请问冯大导您是想要表达什么？？尤其是最后一段，是在拍公益广告吗？？边喝咖啡边看都差点睡着！我是俗人，电影境界太高，消化不良。。。。。。","It really bad, Feng Xiaogang thought, Ge You in the end can offset the white lily and Li Xiaolu's result is bad and rotten, rotten, four stories in addition to Song Dandan that little in the first story, the other would guide you Feng is to express what?? Especially in the last paragraph, is it a PSA? I almost fell asleep when I drank the coffee. I am the laity, the film realm is too high, indigestion......",0.822901
10,"某年，张大千家遇大风暴，众人皆紧闭门窗，唯大师自将宅子前后门打开，暴风过境，各家多有损毁，唯大师家宅完好无缺。后有人请教奥妙，大师言：他强由他强，清风拂山岗，他横由他横，明月照大江。世间诸事，敞开心扉，顺其自然！——这是一个装B的故事，送给怒斥影评的冯导。","One year, Zhang Daqian met the storm, all the doors and windows closed, only the master from the house after the door is opened, the storm crossing, is damaged, only the master home flawless and perfect. After that, some people asked for the mystery, the master said: he is strong by him, the wind blows the hill, he is transverse, the Ming moon shines the river. In all things, open your heart, let it be! This is a B story, gave critics Pingdao angrily.",0.888564
10,"此片票房纯靠大腕儿撑戏。如果是电视剧可能还不错，尤其最后的环保宣传片，表面上拉高了整部片的立意但事实上我完全没想明白为什么会转到道歉以及环保宣传片。","The box office by pure bigwigs hold drama. If it's a TV play, it may be pretty good, especially the last environmental propaganda film, which has raised the concept of the whole film on the surface. But actually, I didn't want to understand why it turned to apologize and environmental propaganda.",0.860604
10,"段子写不好，故事拍不好，还一副爷就是牛逼、摆明了抢你钱的架势。笑点还真没期综艺节目的多，唯一有意思的就是旁边一女的乐得PIAPIA的。","The passage is not good, the story is not good, and one of the men is the cow force, set up the posture of robbing you money. The only fun is the PIAPIA of a girl next to it.",0.866036
10,"段子粗暴拼贴，骨子里冷漠而无趣，甚至段子都不如微博段子手说得有趣。小时代至少有做作而矫情的纯真，而这个片子里面什么都没。白瞎了那么多资源，简直浪费国家粮食。今年最差的华语电影是它，高过富春山居图。冯小刚早点退休吧。","The paragraph is very rough and collage, the bone is cold and uninteresting, even the passage is not as interesting as the micro-blog hand. Small time at least hypocritical affectation and innocence, and this film inside what did not. There are so many resources that they are wasting national food. It is the worst of the year of Chinese film, high over the Fuchun mountains. Feng Xiaogang retires early.",0.841112
10,"毁了冯氏招牌","Destroy Feng signs",1
10,"每次新电影出来我都会来先看看评论,因为,超不过7.5分,我才不会花钱到电影院去看,给你一分是因为,评分不高,还广为宣传,应该给一分","Every time the new movie comes out, I will come to see the reviews first, because if I exceed 7.5 points, I won't spend money to see it in the movie theater. I'll give you a point, because the score is not high, and it's widely publicized. It should give a score.",0.852962
10,"比如这片 就不值得去电影院看 太没诚意了 浪费时间浪费金钱浪费智商 看了些电影 这是第一部让我好早就想快进的片子  不知道这电影成全了谁 但的确恶心了我","For example, this movie is not worth seeing in the movie theater. It's insincere, wasting time, wasting money, wasting intelligence and watching some movies. This is the first movie that I want to go forward very quickly. I don't know who finished this movie, but it really disgusted me.",0.797176
10,"比小时代还不如，最后那个笑话太没诚意了","It's not as good as the younger age, and the last joke is too insincere.",0.72922
10,"比我看过的最烂的恐怖片还烂。关键还不是烂，是恶心。从台词剧情到演员演技都太恶心，起了一身鸡皮疙瘩。结尾结的完全莫名其妙，跟跑题的小学作文似的，精神分裂啊？去你妈的！","It's worse than the worst horror film I've ever seen. The key is not rotten, it's nausea. It was disgusting from the plot of the lines to the actor's acting skill, and got goose bumps. At the end of the junction with completely rather baffling, like the subject of primary school composition, schizophrenia? Fuck you！",0.814941
10,"毫无诚意","Disingenuous",1
10,"求要点脸…没看的千万别去电影院!评论里的吐槽很欢乐啊哈。没节奏没结构总之什么都没有，莫明其妙的一段朗诵向大自然道歉恶心坏了…和前面半毛钱关系都没有，你确定不是正片开始前该放的广告片不小心剪进来了么…冯小刚你个环保婊～一星给它没做成3d的…我还以为四大名捕2是最招人吐槽的呢…","Ask for the main face. Don't go to the cinema without seeing it! The remark in the comment is very happy. No no structure in rhythm what are not, at a recital to apologize lousy nature... It doesn't have a relationship with the first half of the money. Do you make sure that the advertisement is not carefully cut in before the original film begins. Feng Xiaogang you give it a star to environmental protection was not made 3d... I thought that four big names 2 were the most popular slots.",0.888258
10,"没劲 看得想睡觉 笑点也没啥意思 唯一一点我觉得又推广了海南旅游了","I didn't feel like going to sleep and laughing. It didn't mean the only thing. I felt that I had promoted the Hainan tour again.",0.737191
10,"没想象的那么好，前面都是冷笑话，后面公益广告都是烂大街的东西，没深度还强要深度。宋丹丹的表演很好，很喜欢她，演穷人很自然，看不出其实人家本身就是富婆。她扮富婆时，看她画的装，真的老了。。","Not so good, the front is a joke, behind the advertisement is rotten Street thing, didn't also want depth depth. Song Dandan's performance is very good. She likes her very much. It is natural to play the poor and can't see the fact that it is a rich woman. When she was a rich woman, she looked at the clothes she painted, and she was really old.",0.905658
10,"没意思","Boring",1
10,"没有剧情，非常无聊，给我的感觉就是高考的最无聊的三段式议论文，把围绕中心论点的三个方面提出来后，就往每点里填点猪饲料凑字数，完全是凑时间的电影。是我去电影院里看过的最最最烂的一部电影","No drama, very boring, and it gave me the impression that the most boring three stage argumentation of the college entrance examination, after putting forward three aspects of the central argument, we added pig feed to each point to collect words, which is a time to play movie. It's the worst film I've ever seen in the cinema.",0.808828
10,"没有最次只有更次，终于明白预告片为什么那么简短了，因为确实没有什么可预告的。结尾生硬地把环保理念加进去，只有一个解释，冯小刚和王朔的脑袋同时被门碾了。..靠着之前贺岁片积下来的口碑，他每部影片票房都不错，也对得起大家的期盼。这部电影简直就是个污点，把葛优的演技也毁了。","No more than once, I finally understand why the trailer is so short, because there is really nothing to tell. At the end, the idea of environmental protection was added, and there was only one explanation. Feng Xiaogang and Wang Shuo's head was crushed by the door at the same time. By the praise of the previous year's film, the box office in each of his films was good, and he was expected to look forward to it. The film was a blemish, and Ge You's acting was destroyed.",0.876564
10,"没有诚意","Disingenuous",1
10,"没看完","Not finished",1
10,"没诚意","Insincere",1
10,"浪费","Waste",1
10,"浮躁","Impetuous",1
10,"添砖加瓦~~","Add brick and tile ~ ~",0.776773
10,"渣","residue",1
10,"滥透了","Indiscriminate",1
10,"演员傻逼台词随意剧情偷懒画面粗糙想象力见底我都忍了，尼玛导演那段明显是公器私用地泄愤好么？还有贯穿始终自鸣得意地说教，我们底层人民就TM这点觉悟啊？！冯导，骂您真不是为着俗，数着老百姓的钱还嫌咱们傻，忘本的精英意识也不失为另一种脑残。","Idiot actor random rough picture story lines lazy imagination bottomed out I have to endure, fuck that director is obviously public use to feel good? And through the preaching of preaching all the time, our bottom people are aware of the TM. Pingdao, scold you really are not for the customs, counting the money people also think we silly, forggestting the elite consciousness is also another kind of idiotic.",0.718768
10,"演员十分之烂，剧情十分之二，目的十分之单纯，无非想以居高临下的姿态来边涮观众边捞钱。整部电影总想妄图站在高处，做出价值导向，雅俗一段简直令人作呕，携带一点小气无聊且诡辩的私货，还自以为牛逼。完全表现了导演最几年惯有的毫无根据的野蛮的自傲，电影拍的跟垃圾一样还他妈振振有词！","The actor is very bad, the plot 2/10, the purpose is very simple, want to condescend to rinse the audience side edge to make money. The whole movie always want to stand in the height, make the value orientation, and a really disgusting, carrying a little stingy boring and sophisticated contraband, thought niubi. The director of the few years completely accustomed unfounded savage pride, the movie also fucking What one says is plausible. like crap!",0.837419
10,"演员阵容看起来强大，结果中看不中用，满心欢喜的去电影院看场电影放松，结果一开头就有种不祥的预感，整场电影我就没有笑过，不知道是我笑点太高，还是叙事太深奥，看完整场不仅没有放松而且郁闷，剧情啰啰嗦嗦，对白是又苍白又废话连篇，完全找不到好笑的点在哪里。春晚的小品都比这个强，至少时间没","The cast looks strong, the useless, full of joy to the movies to relax, the results are beginning to have a bad feeling, the movie I had not laughed, and I do not know the bursting point is too high, or the narrative is too deep, the whole field did not relax and depressed, the plot. Long winded winded, dialogue is very pale and could not find talk downright nonsense, where is the point. The Spring Festival Gala is better than this, at least the time is not",0.870264
10,"演技参差不齐我可以理解，但还这也可以时断时续，就不好接受了，直接影响了整部剧，剧本也对这有影响吧。.最喜欢的是棉花那段，最不忍睹的是宋丹丹桥下那段。.时间都去哪儿了，立意创新于平凡，我觉得很难得。不喜欢的原因在于词曲都不喜欢，大面积用令我费解。.拍摄和剪辑挺好，电脑＞影院。","Acting uneven I can understand, but it also can not accept the intermittent, and directly affect the whole drama, the script is also on this effect. The most favorite thing is the cotton section, the most unbearable thing is the section under the Song Dandan bridge. I think it's very difficult for me to go where the time is and to innovate in the ordinary. The reason for dislike is that the music does not like it, and the large area is puzzling me. Filming and editing are good, computer > cinema.",0.944518
10,"炒冷饭","Rehash",1
10,"点子不错，不愧是王朔。故事太烂。就记得李小璐豁豁牙造型了。烂尾。","It's a good idea. It's Wang Shuo. The story sucks. I remember Li Xiaolu's tooth shape. Bad tail.",0.725907
10,"烂 啊","Rotten",1
10,"烂，失望","Disappointing",1
10,"烂，广告、恶俗","Rotten, advertising, vulgar",1
10,"烂，渣","Rotten",1
10,"烂～～","Rotten ~ ~",0.807858
10,"烂得无法形容","Unspeakable",1
10,"烂得莫名其妙","Indescribable",1
10,"烂爆了","Bursting",1
10,"烂片 很糟糕而且非常糟糕 烂片 很糟糕而且非常烂片 很糟糕而且非常糟糕 糟糕","Some very bad and very bad bad bad and very bad very bad and very bad bad",0.838559
10,"烂片，从故事性角度也许还不错，但冯导居然拍出这样的片着实让人无语…这是电影么！内涵呢！主旨呢！如果这些算是太假太空，那最后硬生生的挤进个道歉，不奇怪么！","From the angle of the movie, the story may be good, but the Pingdao actually shoot this film really let people Speechless... Is this a movie! What's the connotation! The main idea! If these are too fake space, then finally abruptly into an apology, not strange!",0.839525
10,"烂片，只能说时代变了，但是冯小刚的趣味批判还停留在上个世纪，他越来越不懂这个社会需要什么，或者说我们已经不需要他的喜剧了","Bad, can only say that the times have changed, but the taste of Feng Xiaogang's critique of still in the last century, more and more he do not know what the society needs, or that we don't need his comedy",0.73049
10,"烂的连让人吐槽的欲望都没有，小伙伴花了9块9买的特惠票，真替这9块9觉得不值。要真是想看小品相声段子大杂烩反腐倡廉不差钱环保救地球什么的，还不如踏踏实实等着看今年据说节俭得连LED屏都不用的春晚呢。冯导您说呢？","The lust of the rotten company is not, and the little companion has spent 9 dollars and 9 special favors, which is really not worth the 9 9. I really want to see comedy, comic dialogue, duer, anti corruption, clean government, no money and environmental protection to save the earth. What's more, we can't wait to see this year's Spring Festival Gala that is too frugal to even screen LED. What about Feng Dao?",0.713813
10,"爆米花","Popcorn",1
10,"爛","Rotten",1
10,"片好看不好看都无所谓，糟蹋二十元电影票钱也不是什么大事，可白白的浪费两个小时时间近乎谋杀！","It doesn't matter if the film is not good - looking. It's not a big deal to waste twenty yuan movie tickets, but it's a waste of two hours of murder!",0.741647
10,"片子想取的寓意很好，但是拍俗了，蛮失望的，全篇亮点除了最后对大自然的反思就没了，白百合和李小璐成功的塑造了俩个漂亮的花瓶，可惜了葛优的演技了","The movie wanted to take a good moral, but it was very disappointed when it was filming popular. The whole highlights were gone, except for the last reflection on nature. White lily and Li Xiaolu succeeded in creating two beautiful vases. Unfortunately, Ge You's acting skills were not enough.",0.854347
10,"牙碜","Gritty",1
10,"狗屁不通","Mere trash",1
10,"王朔就那么随便一写，冯导就那么随便一拍，观众被打了一巴掌没觉得疼还傻呵呵乐，别说诚意，连一丁点尊重都没有。电影是什么恐怕冯导都没搞清楚，在他眼里电影也就那么个传播工具，融点自己愤世嫉俗的穷酸意见进去，还好意思拿以前作品出来说事儿，以前让观众别过分解读，现在倒自个儿贴个高标签儿了","Wang Shuo was so casual about it. Feng guide made a random shot. The audience was slapped and did not feel pain. He was silly, he didn't feel sincere. The movie is what I'm afraid Pingdao did not figure out in the movie in his eyes will then have a communication tool, the melting point of their opinions in the qiongsuan detest the world and its ways, Weasley works before take the thing before, let the audience don't read too much, now own label affixed to a high.",0.80902
10,"王朔日子过舒服了，编出来的东西都没魂了。冯导不是个好技师，挠痒痒挠的很不舒服。葛大爷挺卖力气，春晚上三个小品不费劲。白百合胸比想象的大，羽凡挺性福。我是个俗人，上三代都是俗人。按照片子里面的定义，这部剧相当的高雅了。","Wang Shuo was so comfortable that nothing had been made up. Feng Dao is not a good technician, and scratching the itching is very uncomfortable. Grandpa Ge is very strong, and the three pieces in the spring evening are not hard. White lily chest than expected, Yu very sex. I am a layman, the three generation is the laity. According to the definition in the film, the play is quite elegant.",0.897432
10,"王铮亮的歌挺好听的","Reno Wang's song is very nice",0.788958
10,"现在电影真是赶上了人民群众物质文化发达，但精神世界严重匮乏的好时候了。难看好看又怎样的，反正除了这个也没别的看。就像再难吃的饭，饿了也得一样吃啊。况且又是大厨做的，好多人抱着试一试的态度也会来尝尝。光凭这，票房也不会差啊","It is a good time for the film to catch up with the material and cultural development of the people, but the mental world is seriously deficient. It's hard to see what looks good and what, but it doesn't look anything but this. It's like eating harder, hungry and eating as well. Besides, the chef does it, and many people will try it with a try. With this, the box office won't be bad.",0.927978
10,"理智一些去想想就能想出原因，中国不缺乏优质导演，但再优质也抵不住俗套的价值观，冯导我是一直支持的，但理想遇到现实就败下阵来来。眼观近年的低俗的大陆的电影，是什么让中国的电影集体低俗，再看看现实社会的种种行为，不难想象，所有的结果都是时代的产物。","Some reason to think you can figure out the reason, China not lack of quality and quality director, but also cannot resist conventional values, Pingdao I always supported, but the ideal reality fail to meet. In recent years, what is the vulgar continental movie in recent years? What makes Chinese movie collective vulgar and looks at all kinds of behaviors of the real society? It's not hard to imagine that all the results are the products of the times.",0.768023
10,"生硬","Blunt",1
