"ranking","Chinese.origin.data","Google.translated.data","Baidu.English.sentiment.analysis.positive.probability.base.on.Google.translated.data."
10,"想说什么，最不能接受为毛要让一个穷人体验一天富人的生活，然后打回原形，这样做有什么意义啊，简直是毁了平凡人简单的生活态度，最后竟然像是公益片，告诉大家人类都把地球伤害成什么样了。还有有一个定制是关于官员腐败的。可能导演是想传达一些好的，但是有时内容太多就显得没有主题，乱七八糟","What does it mean to say is the most unacceptable for Mao to let a poor person experience the day-to-day life of a rich man and then return to his original form. What is the point of doing so? It simply ruins the simple life attitude of an ordinary person and in the end turns out to be a charity film, Tell us what kind of damage humans have done to the Earth. There is also a custom is about officials corrupt. Maybe the director wants to convey some good, but sometimes the content is too much, there is no theme, mess",0.705292
10,"意淫自恋","Obscenity narcissism",1
10,"感觉不怎么样，最后的环保宣传简直莫名其妙，最后葛优的段子实在是太老了，完全笑不出来。跟预期差太多了，真心后悔上电影院看这部片子了……","Feel not very good, the last of the environmental propaganda simply inexplicable, and finally Ge You segment is too old, completely laughed out. Too much worse than expected, I sincerely regret going to the cinema to see this movie ......",0.780617
10,"感谢冯导没有把他拍成3D或IMAX","Thank Feng guidance did not make him into 3D or IMAX",0.704609
10,"感谢拉着我进行国粹文化交流的我家老爷子老佛爷 感谢电视台大过年的没事一直放电影儿不然我真的是不会看这电影儿 我只是桌儿上无聊的时不时瞅两眼都觉得尴尬癌要犯了 江郎才已尽 这是何必呢","I am grateful to the grandson Lafayette who took me to carry out the cultural exchange of Chinese culture thanks to the TVB New Year nothing has been discharged or else I really would not watch this movie children I am just boring table children from time to time look at both eyes feel embarrassed cancer committed Jiang Lang has done this is why it",0.718966
10,"慘不忍睹","Appalling",1
10,"成全小刚，恶心自己","Complete Xiaogang, nausea themselves",1
10,"成全自己，恶心别人。冯导拍前就说了，这部是为了不卖座的【1942】，还华谊兄弟的人情盈利片。就这片子居然还5分了，人傻钱多速来么~","Complete themselves, disgusting others. Feng said before the filming, this is not to block the [1942], but also Huayi Brothers profitable film. Actually this movie also 5 points, people silly money multi-speed it ~",0.730308
10,"成全自己，恶心别人。年度最烂影片，没有之一。与之相比，突然觉得致青春和富春山居图都还蛮不错的==","Complete themselves, disgusting others. The worst movie of the year, not one. Compared with that, I suddenly felt that youth and Fuchun Mountain Residence map are quite good ==",0.753647
10,"我一向喜爱冯氏电影，但在这部电影中，我看到了太多违做人基本该有的东西，电影，在讲述故事同时，也肩负着传播起码价值观正确的正能量。我希望这是中国的导演应该有的操守","I have always loved Feng's films. But in this movie, I have seen too many things that people do not like. Some people tell stories and at the same time, they also have the positive energy of spreading the correct values. I hope this is what Chinese directors should do",0.718648
10,"我严重怀疑，他是为了春晚造势，让人觉得春晚很好。从此走上春晚这条路","I seriously doubt that he is for the Spring Festival Gala campaign, people feel that Spring Festival Gala is very good. Since then embarked on the Spring Festival night this road",0.818772
10,"我在飞机上看了十分钟觉得很有趣之后飞机上的娱乐设施就全坏了，心心念念下飞机之后一看，很失望，现在很多导演的毛病就是，连个故事都说不好，逻辑不通。","I was on the plane for ten minutes after watching it was very interesting after all the entertainment facilities on the plane was all bad, I thought after reading the plane looked down, very disappointed, and now many director's fault is that even a story is not good, the logic barrier.",0.873267
10,"我实在是强忍住，越看后面差点就睡着了。看到第三段醒醒为了我的电影票钱我也得撑着啊... 说这是大型长篇励志公益型广告有人信吗？！嗯哼~","I really hold back, the more I almost fell asleep. See the third paragraph woke up For my movie ticket money I have to prop up ah ... that this is a large long motivational public-service ads Some people believe it? ! Ah hum ~",0.71319
10,"我居然还把整部看完了，整个人一天都不好了.","I actually also read the whole, and the whole day is not good.",0.711911
10,"我很羞愧自己为私人定制贡献了票房。这片子究竟成全了谁，反正恶心了观众。唯一的一颗星给片尾的环境污染。当然，鼓捣出这烂片，冯导也不会对观众道歉，大概他眼里观众也就这点被他愚弄的智商吧。","I am ashamed of my own personal box office contribution. Who exactly completed this film, anyway, disgusting audience. The only star to the end of the environment pollution. Of course, drumming out of this bad film, Feng guide will not apologize to the audience, probably in his eyes the audience will also be fooled by this intelligence it.",0.710899
10,"我是花18元买的团购票，坐了一个超大影厅看了超大荧幕，顺便坐的震动座椅，影院很舒服，效果很好。但对于本片，我只想说，我就当花18块来电影院坐了一会吧！！！乱七八糟不知道在干嘛，特别是最后的道歉，道你妹啊，怎么由恶俗搞不笑突然转为对环境污染的深思了，这两者之间有毛的关系？","I spent 18 yuan to buy the group ticket, sat a large auditorium saw a large screen, by the way the seat to sit, the theater is very comfortable, the effect is very good. But for the film, I just want to say, I would spend 18 to sit in theaters for a while now! ! ! Do not know what is going on, especially the last apology, your sister, ah, how to suddenly become vulgar nonsense of environmental pollution, the hairy relationship between the two?",0.719924
10,"我真的不想打一星。前边三段故事我姑且可以忍，但是最后的道歉是什么意思，我坐在影厅里看最后的道歉，有一种付钱找人扇自己巴掌的羞耻感，这个安排一定是故意拿观众开涮。。。我当初就不应该无视5.3的警告去买30一张的票。。还有，王朔真的老了，只剩女儿了","I really do not want to hit a star. The story of the first three paragraphs I can tolerate, but the last apology what is the meaning, I sat in the auditorium to see the last apology, there is a pay to find someone fanned their own shame, this arrangement must be deliberately take the audience rushed. . . I should have ignored the 5.3 warning to buy 30 tickets. . Also, Wang Shuo really old, only daughter",0.702943
10,"我真的真的太失望了！今年最失望的电影，没有之一。郭德纲说过，相声先要好笑。喜剧也是，您得找到笑点吧。全剧毫无笑点，看了20分钟就想退场。最后一幕道歉，貌似好像责任感很高级，但是感觉冯导自己就知道自己拍了这么个烂片，这一幕就是自己在道歉！他确实应该为自己拍了这么个烂片道歉！","I really really disappointed! One of the most disappointing films of the year, none of them. Guo Degang said comic first funny. Comedy too, you have to find a smile. The show no joke, looked 20 minutes wanted to exit. Apologize for the last scene, it seems as if the sense of responsibility is very senior, but I feel Feng led himself to know that such a film was filmed, this scene is his apology! He really should have taken such a bad film for himself apologize!",0.782399
10,"我真的觉得小时代比这个好看多了，心疼我的电影票钱！！！！！！！！（对了里面最抓人的莫过于李小璐那个91°的鼻子了吧）","I really feel that the younger generation looks better than this, I feel bad movie ticket money! ! ! ! ! ! ! ! (On the inside of the most arresting person than that of Li Xiaolu 91 ° nose it)",0.853709
10,"我知道冯导想骂人想吐槽，但是在这个制度下也只能弄成这个样子了，这是制度之悲。但是电影让人感觉混乱零碎，他想表达的东西太多却每一样都没有讲好，尤其最后那段道歉自然真的是太突兀太跳戏太让人觉得不舒服，就像这些年的小品，这也是导演之哀。。。","I know von von vindictive vomit groove, but in this system can only make this look, and this is the system of tragedy. However, the movie makes people feel confused and fragmented. Too many things he wants to express do not say good things in every respect. In particular, the apology of the last period is really too imperious and too playful, and people feel uncomfortable. Just like these years of essay This is also the director's sorrow. . .",0.921411
10,"我第一次在电影院听到了至少三个人打呼，然后我和朋友也看睡着了，然后就木有然后，很像春晚等赵本山小品之前硬挨着不换台的那些无聊语言类节目。","The first time I heard at the cinema at least three people called, and then I and my friends also fell asleep, and then there is wood and then, much like the Spring Festival Evening and other hardcore Zhao Zhanshan Pieces hard next to those boring language programs.",0.703501
10,"我给一星是因为我是无锡人～～","I give a star because I am from Wuxi ~ ~",0.70575
10,"我能说啥呢，群众的眼睛是雪亮的~~","What can I say, the eyes of the masses are sharp ~ ~",0.772836
10,"我观影以来首次出现看到中途想退场的感觉，导演毫无诚意，剧情胡扯，感觉就像在拍摄现场看一堆演员无聊的耍嘴皮子。","For the first time since I watched the movie, I saw the feeling of trying to exit midway. The director has no sincerity and the story is nonsense. I feel like watching a bunch of perplexed actors in the filming scene.",0.717865
10,"我觉得编剧太差，其实冯导和演员都挺不错的，剧本太烂了，一些广告硬指标也很不搭调","I think the writer is too bad, in fact, Feng guide and actors are quite good, the script sucks, some advertising hard index is also very inconsistent",0.788923
10,"我说不如小时代 你信么  台阶他们自己都找好了。。我就是有钱 我就是俗 我反正是没见过自己向自己致敬的。 话说回来 如果今年春晚不好看 您这一年 您说您忙乎了点啥","I can not say what you believe in an early age, they find themselves good. . I am rich, I am vulgar, anyway, I have not seen myself salute myself. Anyway, if this Spring Festival is not good for you this year, you are busy saying something",0.839656
10,"我错了，小时代很好看","I was wrong, a very good time",0.700373
10,"所有的故事都没有完，所有的人都不在一个世界里头，片子半吊子掉在空中，让人笑不出也睡不着，实在难受~~2014年第一天，看了场烂片，等下部拯救我的眼~~","All the stories are not finished, all the people are not in a world where the film half-hanging out in the air, people can not laugh out of sleep, it is uncomfortable ~ ~ The first day of 2014, saw the field film, such as the lower rescue My eyes ~ ~",0.826507
10,"把造梦当做嬉笑怒骂的场所，用滑稽趣味的台词进行讽刺，紧凑的剧情和风格各异的角色设定，小巧灵活的模块化架构使得多元全面得以实现，整体而言是一部不错的小成本网络平台情景喜剧。哦不好意思，导演说这是一部电影？好吧这部作品侮辱了电影二字。","Use dreams as a venue for ridicule, satirical use of funny lines, compact plots and character sets, and a compact, flexible and modular architecture that makes it possible to achieve diversity across the board, as a whole is good Small-cost network platform sitcoms. Oh sorry, the director said it was a movie? Well, this work insulted the movie.",0.700506
10,"抛开夹带私货种种。就电影本身而言，就非常不好看。给人的感觉就像是这几年香港电影每年都要推的那些贺岁片一样。乍看明星扎堆。实质没有内容。","Put aside all kinds of private goods. As far as the movie itself is concerned, it is very unpleasant. It feels like the New Year films are pushed every year in Hong Kong films in recent years. At first glance the stars get together. There is no substance",0.753472
10,"抹去冯小刚和王朔的标签，你一定会认为这是一部侮辱观众的片子。无全场笑点，最大的笑点在于结尾前从网络上抄的段子。冯导堕落至此，着实惋惜。能别成全自己，侮辱观众么。","Erase Feng Xiaogang and Wang Shuo's label, you will think it is an insult to the audience film. No audience jokes, the biggest joke is copied from the Internet before the end of the paragraph. Feng guide fallen, really regrettable. Do not do their own, insult the audience what it.",0.703117
10,"抽抽","Pumping",1
10,"拍的不好看还能接受，把观众当傻逼，当观众是垃圾桶来泄愤这种做法就很讨人厌了。亏我们还买的全票跟对象去看。给打3星及以上的人你们……","Can not accept the film is not good, the audience when the sucker, when the audience is the trash to vent their indignation this approach is very annoying. We also bought the whole ticket to see with the object. Give you 3 or more stars and you ...",0.839225
10,"操他妈的  这也是电影~","Fuck, this is the movie ~",0.702954
10,"擦，睡着","Rub, fall asleep",1
10,"支离破碎","Fragmented",1
10,"故事基本就是甲方乙方的掺水版，包袱笑料却几乎都不响，能让人记住的幽默台词好像也没有。三个故事只有第一个还不错，第二个纯扯淡，第三个打下温情牌。最后还硬生生塞进去一段完全和故事主线无关的人与自然来升华主题，本来蛇就没画好，还添了脚。最后道歉的四段实在太恶心了。","The story is basically a party B's water-mixed version of the burden of laughter is almost no sound, people can remember the humorous lines do not seem to. Only the first of the three stories is not bad, the second is pure nonsense, and the third is the warmth card. Finally abruptly plunged into a theme entirely unrelated to the theme of the story to sublimate the theme of man and nature, the snake did not paint well, but also added a foot. The last paragraph of the apology is really disgusting.",0.705564
10,"整部片子用了2个小时在给你说教，让你在人满为患的影院里不由自主地就回想起了初高中叨逼叨逼不停歇的老班的嘴脸，恨不得从胯下掏出神器糊一银幕。当装逼到了一种极致，就让人油然升起了一种打ta脸的冲动，从事着最不环保的电影业说教环保？我还不如去看看电视上铺天盖地的公益广告。","The whole film took 2 hours to preach to you, let you involuntarily in the overcrowded theater reminiscent of the beginning of high school forcing the mouth of the old non-stop the old class, can not wait to draw artifacts from the crotch paste a screen . When loaded into a kind of extreme, it is a matter of course, raised a kind of impulse ta face, engaged in the most environmentally-friendly film industry preaching environmental protection? I might as well go to see overwhelming public service ads on television.",0.781572
10,"新交一女孩，是我一极要好女同事介绍的，前几次见面感觉不错，抽空周末一起去博纳看片，由于场次的安排，只能忍受死人定制的煎熬，我一心吃零食，一边看她在笑，真的这么好笑？点点头暗示我，好吧，你笑吧，我微微一笑，暗暗了然，咱俩没戏。","The new pay a girl, is a very good introduction to my female colleagues, feel good to meet a few times before, taking the time to go to Bonaventure together to watch the weekend, due to the arrangement of the show, can only endure the custom of the dead suffering, I bent on eating snacks, while Look at her laugh, really so funny? Nodded to suggest me, well, you laugh, I smiled, secretly, we both play.",0.815791
10,"新年的第一场电影，背景音乐节奏感很棒，主角黑色套装不错，其他就没啥看点了，个人不推荐进影院，还是在家对着电脑看看就好，心情好所以还是来颗星.","New Year's first movie, a good sense of rhythm of the background music, the protagonist black suit is good, the other is nothing fancy, individuals do not recommend to the theater, or at home looking at the computer like, good mood, so still stars .",0.886919
10,"新瓶装旧酒，电影很混乱，乱七八糟的，最后的道歉那一节还可以","The new bottle of old wine, the film is very confusing, messy, the final apology that section is ok",0.727789
10,"无与伦比了","Unparalleled",1
10,"无力","Weakness",1
10,"无意义","Meaningless",1
10,"无法忍受","unbearable",1
10,"无看点","Aspect",1
10,"无耻之作","Shameless",1
10,"无聊透顶","Boring",1
10,"无能为力","Powerless",1
10,"无论冯王的黄金组合以前是多么经典，到了现在也抵不住群众的厌倦。冯导在大力声讨别人的同时，也不妨反省下自己。你只是把自己看太高","No matter how old the von Wang's gold coin was from the past, it is too late to resist the boredom of the masses. Feng guide in vie with others, but also may wish to reflect on yourself. You just look at yourself too high",0.707833
10,"无语","Speechless",1
10,"无趣","Boring",1
10,"无限植入广告 欺骗消费","Unlimited implanted advertising cheat consumption",1
10,"既不有趣又没深度，主演除了葛优都很蹩脚，就宋丹丹车上听的那首歌不错，一星给这首好歌。","Neither fun nor depth, in addition to Ge You are starred in very bad, Song Dandan listening to the song on the car is good, a star to this song.",0.743748
10,"早就看这个龅牙不爽了~~","Have long seen this fangs unhappy ~ ~",0.741808
10,"明知道不好看还是来看了，心理准备是多余的，它烂的出乎我的意料。。关于这部电影，应该算不上是电影了！最良心的地方是他没有做成3D的~喜欢最后一段给大自然道歉的人……简直无法做朋友，直接绝交吧！！","Ming know not look good or see, mental preparation is superfluous, it rotten beyond my expectations. . About this movie, it should not be a movie! The most conscience is that he did not make 3D ~ like the last paragraph to apologize to nature ... ... simply can not be friends, direct sex it! !",0.810163
10,"昨天看有人说这片子也就只能是下载下来看了，并且是不能看高清的那种。心想我下的还是720P的呢。今天看到第二个小故事开始就看不下去了，冯小刚你什么玩意儿。你就一破拍电影的，你赚的是普通老百姓的钱你还娇滴滴的叽歪啥玩意儿啊。我还需要你来说教？珍爱生命，远离烂片。 庆幸的是没有花钱去买恶心","Yesterday, someone said that this film will only be downloaded and read, and can not see the kind of high-definition. I thought it was 720P or under it. Today saw the second little story can not stand it anymore, Feng Xiaogang what stuff you. You are a movie, you earn is the ordinary people's money you Jiao Didi Ji crooked what stuff ah. I still need you to teach? Love life, stay away from bad movies. Fortunately, there is no money to buy nausea",0.726796
10,"昨天赶着去看了首映，没演完好多人都退场了。十几年前的老梗了，还在用。最后那段也太矫情了吧。都快看吐了。就是那歌不错，王铮亮唱的。","Yesterday rush to see the premiere, did not perform well many people have exit. Ten years ago, the old stem, still in use. The last period is too hypocritical it. See vomit quickly. That song is good, Wang Zheng Liang sing.",0.71159
10,"是官就贪，文艺圈（juan）俗不可耐，有钱人都是驴粪蛋，其实社会问题揭露的挺到位的，可是剧情真让人呵呵呵。反正当今社会无论多烂的片都会有人怀揣着一腔俗血争先恐后的去贡献票房。厄，还真担心李小璐那下巴把大胸戳爆了。","Is the official corrupt, literary circles vulgar, wealthy people are donkey egg, in fact, social problems exposed in place, but the plot really makes it Ha-ha. Anyway, no matter how many bad movies in today's society, some people carry the vulgarity and vying for one another to contribute to the box office. Eh, really worried that Li Xiaolu chin big chest burst burst.",0.725025
10,"是我笑点太高？还是这部电影真的不给力？整部电影都好主旋律，反腐倡廉就算了，最后还整了段环保宣传，是要闹哪样！不知所云。。。","Is my smile too high? Or is this movie really not to force? The whole movie is good for the main theme, anti-corruption and clean governance even, and finally the entire section of environmental advocacy is to make trouble! Unconscious . .",0.743417
10,"智障电影","Mentally retarded movies",1
10,"替妈妈打分，她说很无聊，她和她朋友居然都睡着了。我妈对电影的要求很低，都能给到差评估计是很差了。","Rate her mother, she said very boring, she and her friends actually fell asleep. My mom's request for movies is very low, and all of them can give bad estimates.",0.736974
10,"最后那段道歉简直莫名其妙，无比讨厌这种生硬的煽情！！！整个剧也很无聊很无聊，找不到笑点~~~~","The last apology was simply inexplicable, very hate this blunt sensational! ! ! The whole play is very boring and boring, can not find a smile ~ ~ ~ ~",0.876687
10,"最近连连看烂片","Recently Lianliankan films",1
10,"有一种力透纸背的谄媚。。。官贪是底下的人太坏，官色是人性的软肋，人性之恶才是天朝之所以是天朝的原因，与制度没有关系。呵呵，果然是人大代表拍的贺岁片，最后还嫌不够，莫名其妙的对着被污染的水和空气歉意了一把，好高大上啊。可以打负分么？毫无诚意，果然只有恶心，可惜恶心的是观众。","There is a kind of force through the paperback flattery. . . Officer greedy is too bad people under the official color is the weakness of human nature, the evil of human nature is the reason why the celestial dynasty, and has nothing to do with the system. Oh, it really is the Lunar New Year film shot by the National People's Congress, the last is not enough, inexplicably facing the polluted water and air apology, so tall. Can you play a negative score? No sincerity, and really only disgusting, but disgusting is the audience.",0.73276
10,"有失水准~","Loss of standard ~",0.718995
10,"有意思么","Interesting",1
10,"有钱这个故事我喜欢~","I love this story rich ~",0.709468
10,"本人在墨尔本上学长期做代购，婴幼儿奶粉（爱他美，贝拉米，惠氏s26，亨氏，A2，可瑞康），女士护肤化妆品（茱莉蔻，伊索，倩碧，欧舒丹，兰蔻等各大品牌），雪地靴，保健营养品，各品牌奢侈品等其他商品，有意者联系哦。微信2868143910.也可以豆邮。澳洲正规商场药店采购，放心！！","I am in Melbourne to do long-term purchasing school, infant formula (love him the United States, Bellamy, Wyeth s26, Heinz, A2, may Ruikang), Ms. skin care cosmetics (Julie Kou, Aesop, Clinique, L'Occitane, Lancome and other major brands ), Snow boots, health nutrition products, luxury goods and other brands of other goods, interested, contact Oh. WeChat 2868143910. You can mail beans. Australian shopping mall formal mall, rest assured! !",0.797355
10,"本年度我在影院看过的最差片之一，还有一部是不二神探……我觉得还不如富春山居图，人家好歹还有电脑特技……","This year I watched one of the worst films in the theater, there is one is not only the second exploration ... ... I think it is not as good as Fuchun Mountain Habitat map, whatever the outcome, there are computer special effects ......",0.738238
10,"本来值三星的电影，片尾曲不错加一星，莫名其妙的结尾扣一星，.为冯导的微博言论扣二星。富春山居图虽然烂，好歹人家用心拍了，只是水平有限，这私人订制纯粹恶心观众的，态度不端正。","Originally Samsung movie, ending a good plus one star, ending inexplicable deduction of a star, Feng led microblogging speech buckle two stars. Although the Fuchun mountain map rotten, whatever the outcome, people patted the heart, but the level is limited, this private custom purely disgusting audience, the attitude is not correct.",0.761848
10,"本来就冲着这帮人，还有对现实的抨击，还有那个结尾的道歉，也是5分的电影，但自从知道了小刚的微博牛逼宣言之后，必须多扣一星，留一颗星呵呵了","Originally directed at these people, as well as the reality of the attack, as well as the end of the apology, but also 5 points of the movie, but since we know the Xiaogang microblogging Niubi declaration, we must deduct a star, stay Ha ha star",0.719001
10,"本来想炒冷饭就炒冷饭吧，看看热闹也可以，换个21世纪的视角。看到第一节我就想出去了，因为对冯导比较信任，就忍着，看到最后还不如开头。冯导这次的作品还不如刚毕业的学生拍的。全场也没多少笑声，也没有什么值得人们思索的东西，结尾的公益性宣传还不如公益广告有意思。","Had wanted fried fried rice on the fried bar, take a look at the lively, another 21 century perspective. I saw the first quarter I wanted to go out because of the more trust Feng guide, they endured, see the end not as good as the beginning. Feng led this work is not as good as the students who just graduated. The audience did not laugh much, there is nothing worth thinking about things, the end of public service publicity is not as interesting as public service ads.",0.849384
10,"本来想给2星的,改成1星!冯导自我感觉真的不要太良好~","Originally wanted to give 2 stars, into a star! FENG guidance I feel really not too good ~",0.770309
10,"本来我都忘了豆瓣的帐号是什么了，但冯导的这部电影实在是让人发困，感觉像极了一个吃了醋的孩子，把1942的亏钱的原因归结于观众的欣赏水平问题，随便拍了个私人订制，票房反而这么好，本来冯导就觉得不爽了，还被人骂了，冯导一副给你大餐你们吃不了，给你屎你还嫌难吃的表情，于是我翻了半天邮件找帐","Originally I have forgotten what the account of Douban, but Feng guide this movie is really sleepy, I feel like a very eaten children, the reason for the loss of 1942 due to the appreciation of the audience level Problem, just took a private order, the box office but so good, had originally Feng guide feel unhappy, but also scolded, Feng guide you to eat a feast for you, give you shit you are still unpalatable Expression, so I turned the mail for a long time looking for an account",0.718687
10,"本来挺好的小品，硬说自己是讽刺，还多尖锐多批判。不知冯导看让子弹飞吓尿了没。","Originally quite good skit, hard to say he is ironic, more sharp and more critique. I do not know Feng guide let bullets flew urine did not.",0.713815
10,"本着猎奇心态看的~确实满载而归了~不是私货太多的问题~简直就是憋了几十年的老便秘啊今朝这片一起给您喷脸上了~但看里面这些个老戏骨们把这么蠢的片子都演的入木三分的~我觉得把这片整个当一行为艺术的话就感觉好多了~真的~不用看了......","In the mentality of curiosity to see ~ really full return ~ is not too much private goods issue ~ is simply suppressed for decades, the old constipation at this moment to spray your face up ~ but look inside these old opera I think it would be much better to put this whole piece of art into action",0.731082
10,"来圈钱的吧～","To misappropriating it ~",0.716686
10,"某年，张大千家遇大风暴，众人皆紧闭门窗，唯大师自将宅子前后门打开，暴风过境，各家多有损毁，唯大师家宅完好无缺。后有人请教奥妙，大师言：他强由他强，清风拂山岗，他横由他横，明月照大江。世间诸事，敞开心扉，顺其自然！——这是一个装B的故事，送给怒斥影评的冯导。","One year, Zhang Daqian encountered a big storm, and everyone was shutting doors and windows. Only the master opened the front door and back door of the house, and the storm lasted more than usual. Everyone was damaged. Only the master house was intact. After someone consulted the mystery, Master said: He strongly by his strong, breeze blowing mountain, he cross his horizontal, the moon according to the river. All things in the world, open your heart, let it be! - This is a story of B, given to angrily critic Feng guide.",0.878472
10,"此片票房纯靠大腕儿撑戏。如果是电视剧可能还不错，尤其最后的环保宣传片，表面上拉高了整部片的立意但事实上我完全没想明白为什么会转到道歉以及环保宣传片。","This box office relies solely on the biggest names in children's play. If it is the drama may be good, especially the last green videos, ostensibly raising the whole piece of the conception but in fact I did not really understand why the apology and green videos.",0.860659
10,"死人盯制","Mortal fixation",1
10,"段子粗暴拼贴，骨子里冷漠而无趣，甚至段子都不如微博段子手说得有趣。小时代至少有做作而矫情的纯真，而这个片子里面什么都没。白瞎了那么多资源，简直浪费国家粮食。今年最差的华语电影是它，高过富春山居图。冯小刚早点退休吧。","Rough pieces collage, bones indifferent and boring, and even the pieces are not as good as microblogging Duanzi hand to say interesting. At least during the era of art and hypocritical innocence, and this film which did not have anything. Blind so much resources, it is a waste of state food. This year's worst Chinese movie is it, higher than the Spring Fortune map. Feng Xiaogang retired earlier.",0.796418
10,"比小时代还不如，最后那个笑话太没诚意了","Not as good as an early age, the last joke is not sincere",0.698806
10,"比春晚好看耶","Look good than the Spring Festival Gala",0.703361
10,"毫无新意~","Nothing new ~",0.720007
10,"求要点脸…没看的千万别去电影院!评论里的吐槽很欢乐啊哈。没节奏没结构总之什么都没有，莫明其妙的一段朗诵向大自然道歉恶心坏了…和前面半毛钱关系都没有，你确定不是正片开始前该放的广告片不小心剪进来了么…冯小刚你个环保婊～一星给它没做成3d的…我还以为四大名捕2是最招人吐槽的呢…","Ask for a face ... Do not watch do not go to the cinema! Comments Tucao is very happy ah ha. No rhythm no structure in short, nothing, somehow a recitation to apologize to nature disgusting ... and in front of half a dime of no relationship, you are not sure that the positive before the start of the commercials should be placed in the cut it ... Feng Xiaogang you an environmental bitch ~ a star did not make it into 3d ... I also think that the four names are 2 catching it most tumultuous it ...",0.778093
10,"没劲","Boring",1
10,"没想象的那么好，前面都是冷笑话，后面公益广告都是烂大街的东西，没深度还强要深度。宋丹丹的表演很好，很喜欢她，演穷人很自然，看不出其实人家本身就是富婆。她扮富婆时，看她画的装，真的老了。。","Did not imagine so good, in front of all joke, behind the public service ads are bad things, no depth but also to the depth. Song Dandan's performance is very good, like her very poor, very poor performance, do not see the fact that people themselves are rich woman. When she plays a rich woman, see her painting, really old. .",0.872062
10,"没意思","Boring",1
10,"没感觉有多好","Did not feel how good",0.702994
10,"没有剧情，非常无聊，给我的感觉就是高考的最无聊的三段式议论文，把围绕中心论点的三个方面提出来后，就往每点里填点猪饲料凑字数，完全是凑时间的电影。是我去电影院里看过的最最最烂的一部电影","No story, very boring, give me the feeling is the college entrance examination of the most boring three-segment essay, put the three aspects around the central argument put forward, go to each point to fill in the pig feed count words, is to make up time movie of. It was the worst movie I ever ever seen in the movie theater",0.831648
10,"没法评论，太差了点吧~~","Can not comment, too bad ~ ~",0.704668
10,"没看完","Not read",1
10,"没诚意","Not sincere",1
10,"浮躁","impetuous",1
10,"添砖加瓦~~","Tim brick add ~ ~",0.761894
10,"渣","Slag",1
10,"满心期待的一档贺岁片，孰不知怎么这么烂，是黔驴技穷了吗？直接说甲方乙方的续集好了。不看大场面，也得有吸引人的剧情吧？只能感叹，如今什么张艺谋啊，冯小刚啊，真真得是不如宁浩这样的年轻导演了，前浪就好好死在沙滩上好了。","Full of expectation of a Lunar New Year, what do not know how so bad, is donkey poor? Directly said that the sequel of Party B is good. Do not look at the big scenes, but also have attractive story, right? Can only sigh, now what Zhang Yimou ah, Feng Xiaogang ah, really is not as good as Ning Hao this young director, and the waves are good to die on the beach.",0.797856
10,"滥透了","Abuse",1
10,"演员们的表演浮夸到极致，冯小刚有一种既想为春晚预热，又想洗清乱炖的嫌疑的心态拍了此片，各种元素乱入，应接不暇，无法消化，难以理解这电影居然还有人特意上影院看。最后那个道歉到底真的是对大自然，还是导演自己对观众的一种歉意，也没明白，总之看的稀里糊涂，乱七八糟。","The extravagant performance of the actors, Feng Xiaogang there is a want for the Spring Festival Evening preheating, but also want to wash the chaos of the suspect mentality took this film, all kinds of elements chaotic, overwhelmed, unable to digest, it is difficult to understand the movie actually there are people Deliberately watching the theater. The last apology in the end really is the nature of the director himself or an apology to the audience, did not understand, in short, look sleepy, messy.",0.81258
10,"演员十分之烂，剧情十分之二，目的十分之单纯，无非想以居高临下的姿态来边涮观众边捞钱。整部电影总想妄图站在高处，做出价值导向，雅俗一段简直令人作呕，携带一点小气无聊且诡辩的私货，还自以为牛逼。完全表现了导演最几年惯有的毫无根据的野蛮的自傲，电影拍的跟垃圾一样还他妈振振有词！","Actor is very bad, the plot two-tenths, the purpose is very simple, just want to hold a commanding position to shabu spectators side money. The film always want to vain attempt to stand high, make value-oriented, elegant and vulgar is simply disgusting, carrying a stingy boring and sophistry of private goods, but also that Niubi. Complete performance of the director years most of the usual baseless brutal pride, the movie shot with the same fucking motivation!",0.843306
10,"演员阵容看起来强大，结果中看不中用，满心欢喜的去电影院看场电影放松，结果一开头就有种不祥的预感，整场电影我就没有笑过，不知道是我笑点太高，还是叙事太深奥，看完整场不仅没有放松而且郁闷，剧情啰啰嗦嗦，对白是又苍白又废话连篇，完全找不到好笑的点在哪里。春晚的小品都比这个强，至少时间没","Cast lineup looks powerful, the results of useless, full of joy to go to the cinema to see the movie relax, the beginning of the results there is a kind of ominous prejudice, the movie I never laughed, I do not know is my smile too high , Or narrative too esoteric, after reading the entire field not only did not relax and depressed, the story is long-winded, the dialogue is pale and nonsense Lianpian, totally can not find the funny point where. Spring Festival evening piece are stronger than this, at least time no",0.834233
10,"演技参差不齐我可以理解，但还这也可以时断时续，就不好接受了，直接影响了整部剧，剧本也对这有影响吧。.最喜欢的是棉花那段，最不忍睹的是宋丹丹桥下那段。.时间都去哪儿了，立意创新于平凡，我觉得很难得。不喜欢的原因在于词曲都不喜欢，大面积用令我费解。.拍摄和剪辑挺好，电脑＞影院。","Uneven acting skills I can understand, but this can also be intermittent, it is not acceptable, a direct impact on the whole drama, the script has an impact on it. The most favorite is cotton that period, the most insolent is Song Dandan bridge that period. Where time has gone, innovation is in the ordinary, I think it is rare. The reason I do not like it is that the lyrics do not like it. The big area makes me puzzled. Filming and editing are good, computer&gt; theater.",0.866084
